"Disease","County","Year","Sex","Count","Population","Rate","CI.lower","CI.upper","Unstable"
"Coccidioidomycosis","Kern",2001,"Total",948,679674,139.479,130.746,148.641," "
"Coccidioidomycosis","Kern",2001,"Female",382,330250,115.67,104.366,127.864," "
"Coccidioidomycosis","Kern",2001,"Male",560,349424,160.264,147.273,174.092," "
"Coccidioidomycosis","Kern",2002,"Total",997,696504,143.143,134.401,152.305," "
"Coccidioidomycosis","Kern",2002,"Female",454,338203,134.239,122.18,147.164," "
"Coccidioidomycosis","Kern",2002,"Male",533,358301,148.758,136.403,161.929," "
"Coccidioidomycosis","Kern",2003,"Total",1235,717797,172.054,162.599,181.915," "
"Coccidioidomycosis","Kern",2003,"Female",538,348293,154.467,141.698,168.078," "
"Coccidioidomycosis","Kern",2003,"Male",685,369504,185.384,171.77,199.787," "
"Coccidioidomycosis","Kern",2004,"Total",1468,740022,198.372,188.363,208.775," "
"Coccidioidomycosis","Kern",2004,"Female",679,358829,189.227,175.271,203.996," "
"Coccidioidomycosis","Kern",2004,"Male",786,381193,206.195,192.043,221.112," "
"Coccidioidomycosis","Kern",2005,"Total",1507,761972,197.776,187.925,208.009," "
"Coccidioidomycosis","Kern",2005,"Female",577,369284,156.248,143.767,169.522," "
"Coccidioidomycosis","Kern",2005,"Male",780,392688,198.631,184.947,213.058," "
"Coccidioidomycosis","Kern",2006,"Total",1019,786220,129.607,121.776,137.81," "
"Coccidioidomycosis","Kern",2006,"Female",421,380855,110.541,100.237,121.615," "
"Coccidioidomycosis","Kern",2006,"Male",592,405365,146.041,134.52,158.284," "
"Coccidioidomycosis","Kern",2007,"Total",1394,805798,172.996,164.04,182.313," "
"Coccidioidomycosis","Kern",2007,"Female",642,390363,164.462,151.994,177.679," "
"Coccidioidomycosis","Kern",2007,"Male",743,415435,178.849,166.229,192.172," "
"Coccidioidomycosis","Kern",2008,"Total",834,819891,101.721,94.937,108.861," "
"Coccidioidomycosis","Kern",2008,"Female",382,397224,96.167,86.768,106.306," "
"Coccidioidomycosis","Kern",2008,"Male",450,422667,106.467,96.86,116.767," "
"Coccidioidomycosis","Kern",2009,"Total",598,831134,71.95,66.3,77.952," "
"Coccidioidomycosis","Kern",2009,"Female",245,402699,60.839,53.461,68.951," "
"Coccidioidomycosis","Kern",2009,"Male",350,428435,81.693,73.36,90.712," "
"Coccidioidomycosis","Kern",2010,"Total",1914,841158,227.543,217.473,237.959," "
"Coccidioidomycosis","Kern",2010,"Female",771,404512,190.6,177.393,204.528," "
"Coccidioidomycosis","Kern",2010,"Male",1140,436646,261.081,246.162,276.666," "
"Coccidioidomycosis","Kern",2011,"Total",2573,848880,303.105,291.522,315.029," "
"Coccidioidomycosis","Kern",2011,"Female",1053,408373,257.852,242.53,273.888," "
"Coccidioidomycosis","Kern",2011,"Male",1513,440507,343.468,326.405,361.189," "
"Coccidioidomycosis","Kern",2012,"Total",1860,855974,217.296,207.542,227.39," "
"Coccidioidomycosis","Kern",2012,"Female",693,411962,168.219,155.936,181.212," "
"Coccidioidomycosis","Kern",2012,"Male",1144,444012,257.651,242.953,273.004," "
"Coccidioidomycosis","Kern",2013,"Total",1659,865511,191.679,182.573,201.12," "
"Coccidioidomycosis","Kern",2013,"Female",685,416808,164.344,152.275,177.115," "
"Coccidioidomycosis","Kern",2013,"Male",971,448703,216.401,203.016,230.436," "
"Coccidioidomycosis","Kern",2014,"Total",890,872322,102.027,95.436,108.952," "
"Coccidioidomycosis","Kern",2014,"Female",376,420256,89.469,80.657,98.981," "
"Coccidioidomycosis","Kern",2014,"Male",514,452066,113.7,104.087,123.962," "
"Coccidioidomycosis","Kings",2001,"Total",37,132441,27.937,19.671,38.505," "
"Coccidioidomycosis","Kings",2001,"Female",5,56448,8.858,2.876,20.67,"*"
"Coccidioidomycosis","Kings",2001,"Male",32,75993,42.109,28.804,59.44," "
"Coccidioidomycosis","Kings",2002,"Total",46,134664,34.159,25.01,45.561," "
"Coccidioidomycosis","Kings",2002,"Female",11,57449,19.148,9.559,34.257,"*"
"Coccidioidomycosis","Kings",2002,"Male",35,77215,45.328,31.575,63.035," "
"Coccidioidomycosis","Kings",2003,"Total",50,138772,36.03,26.744,47.499," "
"Coccidioidomycosis","Kings",2003,"Female",12,59166,20.282,10.48,35.426,"*"
"Coccidioidomycosis","Kings",2003,"Male",38,79606,47.735,33.782,65.514," "
"Coccidioidomycosis","Kings",2004,"Total",72,142617,50.485,39.503,63.573," "
"Coccidioidomycosis","Kings",2004,"Female",17,60889,27.919,16.265,44.698,"*"
"Coccidioidomycosis","Kings",2004,"Male",55,81728,67.297,50.701,87.587," "
"Coccidioidomycosis","Kings",2005,"Total",127,144601,87.828,73.223,104.49," "
"Coccidioidomycosis","Kings",2005,"Female",23,61768,37.236,23.606,55.867," "
"Coccidioidomycosis","Kings",2005,"Male",104,82833,125.554,102.598,152.109," "
"Coccidioidomycosis","Kings",2006,"Total",231,147496,156.614,137.081,178.148," "
"Coccidioidomycosis","Kings",2006,"Female",15,63016,23.804,13.323,39.257,"*"
"Coccidioidomycosis","Kings",2006,"Male",216,84480,255.68,222.754,292.095," "
"Coccidioidomycosis","Kings",2007,"Total",138,150378,91.769,77.102,108.411," "
"Coccidioidomycosis","Kings",2007,"Female",23,64272,35.785,22.686,53.691," "
"Coccidioidomycosis","Kings",2007,"Male",114,86106,132.396,109.222,159.026," "
"Coccidioidomycosis","Kings",2008,"Total",183,151834,120.526,103.704,139.297," "
"Coccidioidomycosis","Kings",2008,"Female",24,64879,36.992,23.703,55.036," "
"Coccidioidomycosis","Kings",2008,"Male",159,86955,182.852,155.556,213.555," "
"Coccidioidomycosis","Kings",2009,"Total",202,151794,133.075,115.365,152.731," "
"Coccidioidomycosis","Kings",2009,"Female",34,64867,52.415,36.302,73.237," "
"Coccidioidomycosis","Kings",2009,"Male",168,86927,193.267,165.168,224.766," "
"Coccidioidomycosis","Kings",2010,"Total",380,152693,248.865,224.496,275.153," "
"Coccidioidomycosis","Kings",2010,"Female",78,66218,117.794,93.121,146.989," "
"Coccidioidomycosis","Kings",2010,"Male",301,86475,348.076,309.919,389.624," "
"Coccidioidomycosis","Kings",2011,"Total",373,151685,245.904,221.606,272.135," "
"Coccidioidomycosis","Kings",2011,"Female",57,65733,86.714,65.683,112.334," "
"Coccidioidomycosis","Kings",2011,"Male",316,85952,367.647,328.287,410.413," "
"Coccidioidomycosis","Kings",2012,"Total",237,150643,157.326,137.945,178.663," "
"Coccidioidomycosis","Kings",2012,"Female",45,65236,68.98,50.319,92.29," "
"Coccidioidomycosis","Kings",2012,"Male",192,85407,224.806,194.159,258.908," "
"Coccidioidomycosis","Kings",2013,"Total",89,150507,59.133,47.492,72.764," "
"Coccidioidomycosis","Kings",2013,"Female",22,65192,33.747,21.15,51.088," "
"Coccidioidomycosis","Kings",2013,"Male",67,85315,78.532,60.867,99.723," "
"Coccidioidomycosis","Kings",2014,"Total",54,149788,36.051,27.084,47.036," "
"Coccidioidomycosis","Kings",2014,"Female",14,64992,21.541,11.777,36.14,"*"
"Coccidioidomycosis","Kings",2014,"Male",40,84796,47.172,33.702,64.229," "
"Coccidioidomycosis","Lake",2001,"Total",0,60046,0,0,6.143,"-"
"Coccidioidomycosis","Lake",2001,"Female",0,30250,0,0,12.194,"-"
"Coccidioidomycosis","Lake",2001,"Male",0,29796,0,0,12.38,"-"
"Coccidioidomycosis","Lake",2002,"Total",0,61005,0,0,6.047,"-"
"Coccidioidomycosis","Lake",2002,"Female",0,30720,0,0,12.007,"-"
"Coccidioidomycosis","Lake",2002,"Male",0,30285,0,0,12.18,"-"
"Coccidioidomycosis","Lake",2003,"Total",0,61981,0,0,5.951,"-"
"Coccidioidomycosis","Lake",2003,"Female",0,31191,0,0,11.826,"-"
"Coccidioidomycosis","Lake",2003,"Male",0,30790,0,0,11.98,"-"
"Coccidioidomycosis","Lake",2004,"Total",1,62633,1.597,0.04,8.895,"*"
"Coccidioidomycosis","Lake",2004,"Female",0,31503,0,0,11.709,"-"
"Coccidioidomycosis","Lake",2004,"Male",1,31130,3.212,0.081,17.897,"*"
"Coccidioidomycosis","Lake",2005,"Total",0,63107,0,0,5.845,"-"
"Coccidioidomycosis","Lake",2005,"Female",0,31709,0,0,11.633,"-"
"Coccidioidomycosis","Lake",2005,"Male",0,31398,0,0,11.748,"-"
"Coccidioidomycosis","Lake",2006,"Total",0,63792,0,0,5.783,"-"
"Coccidioidomycosis","Lake",2006,"Female",0,31980,0,0,11.534,"-"
"Coccidioidomycosis","Lake",2006,"Male",0,31812,0,0,11.595,"-"
"Coccidioidomycosis","Lake",2007,"Total",0,63986,0,0,5.765,"-"
"Coccidioidomycosis","Lake",2007,"Female",0,32024,0,0,11.518,"-"
"Coccidioidomycosis","Lake",2007,"Male",0,31962,0,0,11.541,"-"
"Coccidioidomycosis","Lake",2008,"Total",0,64370,0,0,5.731,"-"
"Coccidioidomycosis","Lake",2008,"Female",0,32159,0,0,11.47,"-"
"Coccidioidomycosis","Lake",2008,"Male",0,32211,0,0,11.452,"-"
"Coccidioidomycosis","Lake",2009,"Total",1,64396,1.553,0.039,8.652,"*"
"Coccidioidomycosis","Lake",2009,"Female",0,32169,0,0,11.467,"-"
"Coccidioidomycosis","Lake",2009,"Male",1,32227,3.103,0.079,17.288,"*"
"Coccidioidomycosis","Lake",2010,"Total",1,64602,1.548,0.039,8.624,"*"
"Coccidioidomycosis","Lake",2010,"Female",0,32161,0,0,11.469,"-"
"Coccidioidomycosis","Lake",2010,"Male",1,32441,3.082,0.078,17.173,"*"
"Coccidioidomycosis","Lake",2011,"Total",0,64411,0,0,5.727,"-"
"Coccidioidomycosis","Lake",2011,"Female",0,32084,0,0,11.497,"-"
"Coccidioidomycosis","Lake",2011,"Male",0,32327,0,0,11.41,"-"
"Coccidioidomycosis","Lake",2012,"Total",0,64204,0,0,5.745,"-"
"Coccidioidomycosis","Lake",2012,"Female",0,32003,0,0,11.526,"-"
"Coccidioidomycosis","Lake",2012,"Male",0,32201,0,0,11.455,"-"
"Coccidioidomycosis","Lake",2013,"Total",0,64209,0,0,5.745,"-"
"Coccidioidomycosis","Lake",2013,"Female",0,32011,0,0,11.523,"-"
"Coccidioidomycosis","Lake",2013,"Male",0,32198,0,0,11.456,"-"
"Coccidioidomycosis","Lake",2014,"Total",0,64744,0,0,5.697,"-"
"Coccidioidomycosis","Lake",2014,"Female",0,32229,0,0,11.445,"-"
"Coccidioidomycosis","Lake",2014,"Male",0,32515,0,0,11.345,"-"
"Coccidioidomycosis","Lassen",2001,"Total",2,33650,5.944,0.72,21.468,"*"
"Coccidioidomycosis","Lassen",2001,"Female",0,12262,0,0,30.079,"-"
"Coccidioidomycosis","Lassen",2001,"Male",2,21388,9.351,1.132,33.775,"*"
"Coccidioidomycosis","Lassen",2002,"Total",0,33603,0,0,10.977,"-"
"Coccidioidomycosis","Lassen",2002,"Female",0,12184,0,0,30.272,"-"
"Coccidioidomycosis","Lassen",2002,"Male",0,21419,0,0,17.221,"-"
"Coccidioidomycosis","Lassen",2003,"Total",2,34053,5.873,0.711,21.214,"*"
"Coccidioidomycosis","Lassen",2003,"Female",0,12307,0,0,29.969,"-"
"Coccidioidomycosis","Lassen",2003,"Male",2,21746,9.197,1.114,33.219,"*"
"Coccidioidomycosis","Lassen",2004,"Total",4,34574,11.569,3.152,29.62,"*"
"Coccidioidomycosis","Lassen",2004,"Female",0,12495,0,0,29.518,"-"
"Coccidioidomycosis","Lassen",2004,"Male",4,22079,18.117,4.936,46.38,"*"
"Coccidioidomycosis","Lassen",2005,"Total",0,34528,0,0,10.683,"-"
"Coccidioidomycosis","Lassen",2005,"Female",0,12495,0,0,29.518,"-"
"Coccidioidomycosis","Lassen",2005,"Male",0,22033,0,0,16.741,"-"
"Coccidioidomycosis","Lassen",2006,"Total",1,35011,2.856,0.072,15.913,"*"
"Coccidioidomycosis","Lassen",2006,"Female",0,12622,0,0,29.222,"-"
"Coccidioidomycosis","Lassen",2006,"Male",1,22389,4.466,0.113,24.883,"*"
"Coccidioidomycosis","Lassen",2007,"Total",1,35749,2.797,0.071,15.584,"*"
"Coccidioidomycosis","Lassen",2007,"Female",0,12839,0,0,28.728,"-"
"Coccidioidomycosis","Lassen",2007,"Male",1,22910,4.365,0.111,24.317,"*"
"Coccidioidomycosis","Lassen",2008,"Total",0,35120,0,0,10.503,"-"
"Coccidioidomycosis","Lassen",2008,"Female",0,12631,0,0,29.201,"-"
"Coccidioidomycosis","Lassen",2008,"Male",0,22489,0,0,16.402,"-"
"Coccidioidomycosis","Lassen",2009,"Total",0,34773,0,0,10.608,"-"
"Coccidioidomycosis","Lassen",2009,"Female",0,12461,0,0,29.599,"-"
"Coccidioidomycosis","Lassen",2009,"Male",0,22312,0,0,16.532,"-"
"Coccidioidomycosis","Lassen",2010,"Total",0,35145,0,0,10.496,"-"
"Coccidioidomycosis","Lassen",2010,"Female",0,12629,0,0,29.205,"-"
"Coccidioidomycosis","Lassen",2010,"Male",0,22516,0,0,16.382,"-"
"Coccidioidomycosis","Lassen",2011,"Total",0,34677,0,0,10.637,"-"
"Coccidioidomycosis","Lassen",2011,"Female",0,12465,0,0,29.59,"-"
"Coccidioidomycosis","Lassen",2011,"Male",0,22212,0,0,16.606,"-"
"Coccidioidomycosis","Lassen",2012,"Total",0,33719,0,0,10.939,"-"
"Coccidioidomycosis","Lassen",2012,"Female",0,12115,0,0,30.444,"-"
"Coccidioidomycosis","Lassen",2012,"Male",0,21604,0,0,17.074,"-"
"Coccidioidomycosis","Lassen",2013,"Total",0,33686,0,0,10.95,"-"
"Coccidioidomycosis","Lassen",2013,"Female",0,12104,0,0,30.472,"-"
"Coccidioidomycosis","Lassen",2013,"Male",0,21582,0,0,17.091,"-"
"Coccidioidomycosis","Lassen",2014,"Total",0,33613,0,0,10.974,"-"
"Coccidioidomycosis","Lassen",2014,"Female",0,12089,0,0,30.51,"-"
"Coccidioidomycosis","Lassen",2014,"Male",0,21524,0,0,17.137,"-"
"Coccidioidomycosis","Los Angeles",2001,"Total",79,9637356,0.82,0.649,1.022," "
"Coccidioidomycosis","Los Angeles",2001,"Female",17,4880972,0.348,0.203,0.558,"*"
"Coccidioidomycosis","Los Angeles",2001,"Male",61,4756384,1.282,0.981,1.647," "
"Coccidioidomycosis","Los Angeles",2002,"Total",91,9724013,0.936,0.753,1.149," "
"Coccidioidomycosis","Los Angeles",2002,"Female",19,4925059,0.386,0.232,0.602," "
"Coccidioidomycosis","Los Angeles",2002,"Male",72,4798953,1.5,1.174,1.889," "
"Coccidioidomycosis","Los Angeles",2003,"Total",104,9792604,1.062,0.868,1.287," "
"Coccidioidomycosis","Los Angeles",2003,"Female",22,4960444,0.444,0.278,0.671," "
"Coccidioidomycosis","Los Angeles",2003,"Male",81,4832160,1.676,1.331,2.083," "
"Coccidioidomycosis","Los Angeles",2004,"Total",151,9824093,1.537,1.302,1.803," "
"Coccidioidomycosis","Los Angeles",2004,"Female",53,4977473,1.065,0.798,1.393," "
"Coccidioidomycosis","Los Angeles",2004,"Male",98,4846619,2.022,1.642,2.464," "
"Coccidioidomycosis","Los Angeles",2005,"Total",226,9811137,2.304,2.013,2.624," "
"Coccidioidomycosis","Los Angeles",2005,"Female",81,4971912,1.629,1.294,2.025," "
"Coccidioidomycosis","Los Angeles",2005,"Male",143,4839224,2.955,2.491,3.481," "
"Coccidioidomycosis","Los Angeles",2006,"Total",197,9788892,2.012,1.741,2.314," "
"Coccidioidomycosis","Los Angeles",2006,"Female",63,4961211,1.27,0.976,1.625," "
"Coccidioidomycosis","Los Angeles",2006,"Male",134,4827681,2.776,2.326,3.287," "
"Coccidioidomycosis","Los Angeles",2007,"Total",172,9775448,1.76,1.506,2.043," "
"Coccidioidomycosis","Los Angeles",2007,"Female",62,4955000,1.251,0.959,1.604," "
"Coccidioidomycosis","Los Angeles",2007,"Male",109,4820448,2.261,1.857,2.728," "
"Coccidioidomycosis","Los Angeles",2008,"Total",242,9798366,2.47,2.168,2.801," "
"Coccidioidomycosis","Los Angeles",2008,"Female",99,4966464,1.993,1.62,2.427," "
"Coccidioidomycosis","Los Angeles",2008,"Male",141,4831902,2.918,2.456,3.441," "
"Coccidioidomycosis","Los Angeles",2009,"Total",194,9806784,1.978,1.71,2.277," "
"Coccidioidomycosis","Los Angeles",2009,"Female",70,4969936,1.408,1.098,1.78," "
"Coccidioidomycosis","Los Angeles",2009,"Male",123,4836848,2.543,2.113,3.034," "
"Coccidioidomycosis","Los Angeles",2010,"Total",246,9826799,2.503,2.2,2.837," "
"Coccidioidomycosis","Los Angeles",2010,"Female",89,4982072,1.786,1.435,2.198," "
"Coccidioidomycosis","Los Angeles",2010,"Male",157,4844727,3.241,2.754,3.789," "
"Coccidioidomycosis","Los Angeles",2011,"Total",316,9863993,3.204,2.86,3.577," "
"Coccidioidomycosis","Los Angeles",2011,"Female",120,4999643,2.4,1.99,2.87," "
"Coccidioidomycosis","Los Angeles",2011,"Male",196,4864351,4.029,3.485,4.635," "
"Coccidioidomycosis","Los Angeles",2012,"Total",333,9948521,3.347,2.997,3.727," "
"Coccidioidomycosis","Los Angeles",2012,"Female",126,5040999,2.5,2.082,2.976," "
"Coccidioidomycosis","Los Angeles",2012,"Male",205,4907522,4.177,3.625,4.79," "
"Coccidioidomycosis","Los Angeles",2013,"Total",348,10014849,3.475,3.119,3.86," "
"Coccidioidomycosis","Los Angeles",2013,"Female",115,5073236,2.267,1.871,2.721," "
"Coccidioidomycosis","Los Angeles",2013,"Male",232,4941613,4.695,4.11,5.339," "
"Coccidioidomycosis","Los Angeles",2014,"Total",401,10070624,3.982,3.602,4.391," "
"Coccidioidomycosis","Los Angeles",2014,"Female",160,5099884,3.137,2.67,3.663," "
"Coccidioidomycosis","Los Angeles",2014,"Male",239,4970740,4.808,4.218,5.458," "
"Coccidioidomycosis","Madera",2001,"Total",7,126456,5.536,2.226,11.405,"*"
"Coccidioidomycosis","Madera",2001,"Female",2,65826,3.038,0.368,10.975,"*"
"Coccidioidomycosis","Madera",2001,"Male",5,60630,8.247,2.678,19.244,"*"
"Coccidioidomycosis","Madera",2002,"Total",18,128484,14.01,8.303,22.14,"*"
"Coccidioidomycosis","Madera",2002,"Female",5,66805,7.484,2.43,17.465,"*"
"Coccidioidomycosis","Madera",2002,"Male",13,61679,21.077,11.223,36.039,"*"
"Coccidioidomycosis","Madera",2003,"Total",11,132814,8.282,4.135,14.819,"*"
"Coccidioidomycosis","Madera",2003,"Female",2,68998,2.899,0.351,10.47,"*"
"Coccidioidomycosis","Madera",2003,"Male",9,63816,14.103,6.449,26.77,"*"
"Coccidioidomycosis","Madera",2004,"Total",27,136488,19.782,13.037,28.78," "
"Coccidioidomycosis","Madera",2004,"Female",9,70893,12.695,5.805,24.098,"*"
"Coccidioidomycosis","Madera",2004,"Male",18,65595,27.441,16.264,43.365,"*"
"Coccidioidomycosis","Madera",2005,"Total",26,139868,18.589,12.143,27.236," "
"Coccidioidomycosis","Madera",2005,"Female",4,72628,5.508,1.501,14.101,"*"
"Coccidioidomycosis","Madera",2005,"Male",22,67240,32.719,20.506,49.532," "
"Coccidioidomycosis","Madera",2006,"Total",30,143528,20.902,14.103,29.837," "
"Coccidioidomycosis","Madera",2006,"Female",9,74530,12.076,5.522,22.922,"*"
"Coccidioidomycosis","Madera",2006,"Male",21,68998,30.435,18.841,46.52," "
"Coccidioidomycosis","Madera",2007,"Total",30,146806,20.435,13.788,29.171," "
"Coccidioidomycosis","Madera",2007,"Female",14,76189,18.375,10.046,30.829,"*"
"Coccidioidomycosis","Madera",2007,"Male",16,70617,22.657,12.951,36.792,"*"
"Coccidioidomycosis","Madera",2008,"Total",21,149114,14.083,8.718,21.527," "
"Coccidioidomycosis","Madera",2008,"Female",9,77369,11.633,5.319,22.081,"*"
"Coccidioidomycosis","Madera",2008,"Male",12,71745,16.726,8.643,29.215,"*"
"Coccidioidomycosis","Madera",2009,"Total",26,150151,17.316,11.312,25.371," "
"Coccidioidomycosis","Madera",2009,"Female",12,77888,15.407,7.961,26.911,"*"
"Coccidioidomycosis","Madera",2009,"Male",14,72263,19.374,10.592,32.504,"*"
"Coccidioidomycosis","Madera",2010,"Total",33,151318,21.808,15.012,30.626," "
"Coccidioidomycosis","Madera",2010,"Female",9,78527,11.461,5.241,21.755,"*"
"Coccidioidomycosis","Madera",2010,"Male",24,72791,32.971,21.126,49.054," "
"Coccidioidomycosis","Madera",2011,"Total",44,152019,28.944,21.031,38.854," "
"Coccidioidomycosis","Madera",2011,"Female",10,78861,12.68,6.081,23.319,"*"
"Coccidioidomycosis","Madera",2011,"Male",34,73158,46.475,32.187,64.938," "
"Coccidioidomycosis","Madera",2012,"Total",24,151242,15.869,10.168,23.61," "
"Coccidioidomycosis","Madera",2012,"Female",4,78409,5.101,1.39,13.061,"*"
"Coccidioidomycosis","Madera",2012,"Male",20,72833,27.46,16.774,42.407," "
"Coccidioidomycosis","Madera",2013,"Total",46,152857,30.093,22.033,40.138," "
"Coccidioidomycosis","Madera",2013,"Female",12,79248,15.142,7.825,26.449,"*"
"Coccidioidomycosis","Madera",2013,"Male",33,73609,44.831,30.862,62.954," "
"Coccidioidomycosis","Madera",2014,"Total",35,154278,22.686,15.802,31.55," "
"Coccidioidomycosis","Madera",2014,"Female",6,79988,7.501,2.753,16.326,"*"
"Coccidioidomycosis","Madera",2014,"Male",29,74290,39.036,26.145,56.058," "
"Coccidioidomycosis","Marin",2001,"Total",0,247731,0,0,1.489,"-"
"Coccidioidomycosis","Marin",2001,"Female",0,125414,0,0,2.941,"-"
"Coccidioidomycosis","Marin",2001,"Male",0,122317,0,0,3.016,"-"
"Coccidioidomycosis","Marin",2002,"Total",1,247382,0.404,0.01,2.252,"*"
"Coccidioidomycosis","Marin",2002,"Female",0,125308,0,0,2.944,"-"
"Coccidioidomycosis","Marin",2002,"Male",1,122074,0.819,0.021,4.564,"*"
"Coccidioidomycosis","Marin",2003,"Total",1,247280,0.404,0.01,2.253,"*"
"Coccidioidomycosis","Marin",2003,"Female",1,125259,0.798,0.02,4.448,"*"
"Coccidioidomycosis","Marin",2003,"Male",0,122021,0,0,3.023,"-"
"Coccidioidomycosis","Marin",2004,"Total",2,246684,0.811,0.098,2.929,"*"
"Coccidioidomycosis","Marin",2004,"Female",1,124972,0.8,0.02,4.458,"*"
"Coccidioidomycosis","Marin",2004,"Male",1,121712,0.822,0.021,4.578,"*"
"Coccidioidomycosis","Marin",2005,"Total",2,246686,0.811,0.098,2.929,"*"
"Coccidioidomycosis","Marin",2005,"Female",0,124976,0,0,2.952,"-"
"Coccidioidomycosis","Marin",2005,"Male",2,121710,1.643,0.199,5.936,"*"
"Coccidioidomycosis","Marin",2006,"Total",0,247247,0,0,1.492,"-"
"Coccidioidomycosis","Marin",2006,"Female",0,125234,0,0,2.946,"-"
"Coccidioidomycosis","Marin",2006,"Male",0,122013,0,0,3.023,"-"
"Coccidioidomycosis","Marin",2007,"Total",0,248802,0,0,1.483,"-"
"Coccidioidomycosis","Marin",2007,"Female",0,126059,0,0,2.926,"-"
"Coccidioidomycosis","Marin",2007,"Male",0,122743,0,0,3.005,"-"
"Coccidioidomycosis","Marin",2008,"Total",1,250288,0.4,0.01,2.226,"*"
"Coccidioidomycosis","Marin",2008,"Female",1,126841,0.788,0.02,4.393,"*"
"Coccidioidomycosis","Marin",2008,"Male",0,123447,0,0,2.988,"-"
"Coccidioidomycosis","Marin",2009,"Total",2,251230,0.796,0.096,2.876,"*"
"Coccidioidomycosis","Marin",2009,"Female",0,127284,0,0,2.898,"-"
"Coccidioidomycosis","Marin",2009,"Male",2,123946,1.614,0.195,5.829,"*"
"Coccidioidomycosis","Marin",2010,"Total",2,252698,0.791,0.096,2.859,"*"
"Coccidioidomycosis","Marin",2010,"Female",0,128397,0,0,2.873,"-"
"Coccidioidomycosis","Marin",2010,"Male",2,124301,1.609,0.195,5.812,"*"
"Coccidioidomycosis","Marin",2011,"Total",3,254282,1.18,0.243,3.448,"*"
"Coccidioidomycosis","Marin",2011,"Female",0,129336,0,0,2.852,"-"
"Coccidioidomycosis","Marin",2011,"Male",3,124946,2.401,0.495,7.017,"*"
"Coccidioidomycosis","Marin",2012,"Total",1,253892,0.394,0.01,2.194,"*"
"Coccidioidomycosis","Marin",2012,"Female",1,128952,0.775,0.02,4.321,"*"
"Coccidioidomycosis","Marin",2012,"Male",0,124940,0,0,2.952,"-"
"Coccidioidomycosis","Marin",2013,"Total",6,255778,2.346,0.861,5.106,"*"
"Coccidioidomycosis","Marin",2013,"Female",2,130130,1.537,0.186,5.552,"*"
"Coccidioidomycosis","Marin",2013,"Male",4,125648,3.183,0.867,8.151,"*"
"Coccidioidomycosis","Marin",2014,"Total",1,258324,0.387,0.01,2.157,"*"
"Coccidioidomycosis","Marin",2014,"Female",0,131733,0,0,2.8,"-"
"Coccidioidomycosis","Marin",2014,"Male",1,126591,0.79,0.02,4.401,"*"
"Coccidioidomycosis","Mariposa",2001,"Total",0,17269,0,0,21.359,"-"
"Coccidioidomycosis","Mariposa",2001,"Female",0,8462,0,0,43.584,"-"
"Coccidioidomycosis","Mariposa",2001,"Male",0,8807,0,0,41.877,"-"
"Coccidioidomycosis","Mariposa",2002,"Total",0,17461,0,0,21.124,"-"
"Coccidioidomycosis","Mariposa",2002,"Female",0,8561,0,0,43.08,"-"
"Coccidioidomycosis","Mariposa",2002,"Male",0,8900,0,0,41.439,"-"
"Coccidioidomycosis","Mariposa",2003,"Total",0,17764,0,0,20.764,"-"
"Coccidioidomycosis","Mariposa",2003,"Female",0,8716,0,0,42.314,"-"
"Coccidioidomycosis","Mariposa",2003,"Male",0,9048,0,0,40.762,"-"
"Coccidioidomycosis","Mariposa",2004,"Total",0,17872,0,0,20.638,"-"
"Coccidioidomycosis","Mariposa",2004,"Female",0,8791,0,0,41.953,"-"
"Coccidioidomycosis","Mariposa",2004,"Male",0,9081,0,0,40.614,"-"
"Coccidioidomycosis","Mariposa",2005,"Total",0,18057,0,0,20.427,"-"
"Coccidioidomycosis","Mariposa",2005,"Female",0,8888,0,0,41.495,"-"
"Coccidioidomycosis","Mariposa",2005,"Male",0,9169,0,0,40.224,"-"
"Coccidioidomycosis","Mariposa",2006,"Total",0,18244,0,0,20.218,"-"
"Coccidioidomycosis","Mariposa",2006,"Female",0,8982,0,0,41.061,"-"
"Coccidioidomycosis","Mariposa",2006,"Male",0,9262,0,0,39.82,"-"
"Coccidioidomycosis","Mariposa",2007,"Total",0,18376,0,0,20.072,"-"
"Coccidioidomycosis","Mariposa",2007,"Female",0,9059,0,0,40.712,"-"
"Coccidioidomycosis","Mariposa",2007,"Male",0,9317,0,0,39.585,"-"
"Coccidioidomycosis","Mariposa",2008,"Total",0,18385,0,0,20.063,"-"
"Coccidioidomycosis","Mariposa",2008,"Female",0,9056,0,0,40.726,"-"
"Coccidioidomycosis","Mariposa",2008,"Male",0,9329,0,0,39.534,"-"
"Coccidioidomycosis","Mariposa",2009,"Total",0,18281,0,0,20.177,"-"
"Coccidioidomycosis","Mariposa",2009,"Female",0,9007,0,0,40.947,"-"
"Coccidioidomycosis","Mariposa",2009,"Male",0,9274,0,0,39.769,"-"
"Coccidioidomycosis","Mariposa",2010,"Total",0,18194,0,0,20.273,"-"
"Coccidioidomycosis","Mariposa",2010,"Female",0,8958,0,0,41.171,"-"
"Coccidioidomycosis","Mariposa",2010,"Male",0,9236,0,0,39.932,"-"
"Coccidioidomycosis","Mariposa",2011,"Total",0,17973,0,0,20.522,"-"
"Coccidioidomycosis","Mariposa",2011,"Female",0,8861,0,0,41.622,"-"
"Coccidioidomycosis","Mariposa",2011,"Male",0,9112,0,0,40.476,"-"
