"Disease","County","Year","Sex","Count","Population","Rate","CI.lower","CI.upper","Unstable"
"Coccidioidomycosis","Trinity",2002,"Female",0,6408,0,0,57.55,"-"
"Coccidioidomycosis","Trinity",2002,"Male",0,6751,0,0,54.627,"-"
"Coccidioidomycosis","Trinity",2003,"Total",0,13388,0,0,27.55,"-"
"Coccidioidomycosis","Trinity",2003,"Female",0,6516,0,0,56.597,"-"
"Coccidioidomycosis","Trinity",2003,"Male",0,6872,0,0,53.665,"-"
"Coccidioidomycosis","Trinity",2004,"Total",0,13519,0,0,27.283,"-"
"Coccidioidomycosis","Trinity",2004,"Female",0,6574,0,0,56.097,"-"
"Coccidioidomycosis","Trinity",2004,"Male",0,6945,0,0,53.102,"-"
"Coccidioidomycosis","Trinity",2005,"Total",0,13789,0,0,26.749,"-"
"Coccidioidomycosis","Trinity",2005,"Female",0,6697,0,0,55.067,"-"
"Coccidioidomycosis","Trinity",2005,"Male",0,7092,0,0,52.001,"-"
"Coccidioidomycosis","Trinity",2006,"Total",0,13823,0,0,26.683,"-"
"Coccidioidomycosis","Trinity",2006,"Female",0,6718,0,0,54.895,"-"
"Coccidioidomycosis","Trinity",2006,"Male",0,7105,0,0,51.906,"-"
"Coccidioidomycosis","Trinity",2007,"Total",0,13787,0,0,26.753,"-"
"Coccidioidomycosis","Trinity",2007,"Female",0,6689,0,0,55.133,"-"
"Coccidioidomycosis","Trinity",2007,"Male",0,7098,0,0,51.957,"-"
"Coccidioidomycosis","Trinity",2008,"Total",0,13730,0,0,26.864,"-"
"Coccidioidomycosis","Trinity",2008,"Female",0,6646,0,0,55.49,"-"
"Coccidioidomycosis","Trinity",2008,"Male",0,7084,0,0,52.06,"-"
"Coccidioidomycosis","Trinity",2009,"Total",1,13771,7.262,0.184,40.453,"*"
"Coccidioidomycosis","Trinity",2009,"Female",1,6670,14.993,0.38,83.504,"*"
"Coccidioidomycosis","Trinity",2009,"Male",0,7101,0,0,51.935,"-"
"Coccidioidomycosis","Trinity",2010,"Total",0,13705,0,0,26.913,"-"
"Coccidioidomycosis","Trinity",2010,"Female",0,6635,0,0,55.582,"-"
"Coccidioidomycosis","Trinity",2010,"Male",0,7070,0,0,52.163,"-"
"Coccidioidomycosis","Trinity",2011,"Total",0,13525,0,0,27.271,"-"
"Coccidioidomycosis","Trinity",2011,"Female",0,6574,0,0,56.097,"-"
"Coccidioidomycosis","Trinity",2011,"Male",0,6951,0,0,53.056,"-"
"Coccidioidomycosis","Trinity",2012,"Total",0,13496,0,0,27.329,"-"
"Coccidioidomycosis","Trinity",2012,"Female",0,6567,0,0,56.157,"-"
"Coccidioidomycosis","Trinity",2012,"Male",0,6929,0,0,53.224,"-"
"Coccidioidomycosis","Trinity",2013,"Total",0,13459,0,0,27.405,"-"
"Coccidioidomycosis","Trinity",2013,"Female",0,6557,0,0,56.243,"-"
"Coccidioidomycosis","Trinity",2013,"Male",0,6902,0,0,53.432,"-"
"Coccidioidomycosis","Trinity",2014,"Total",0,13399,0,0,27.527,"-"
"Coccidioidomycosis","Trinity",2014,"Female",0,6530,0,0,56.475,"-"
"Coccidioidomycosis","Trinity",2014,"Male",0,6869,0,0,53.689,"-"
"Coccidioidomycosis","Tulare",2001,"Total",74,374152,19.778,15.53,24.829," "
"Coccidioidomycosis","Tulare",2001,"Female",26,186935,13.909,9.086,20.379," "
"Coccidioidomycosis","Tulare",2001,"Male",48,187217,25.639,18.905,33.992," "
"Coccidioidomycosis","Tulare",2002,"Total",89,381194,23.348,18.751,28.731," "
"Coccidioidomycosis","Tulare",2002,"Female",29,190521,15.221,10.194,21.86," "
"Coccidioidomycosis","Tulare",2002,"Male",60,190673,31.468,24.014,40.503," "
"Coccidioidomycosis","Tulare",2003,"Total",143,390370,36.632,30.875,43.15," "
"Coccidioidomycosis","Tulare",2003,"Female",63,195203,32.274,24.801,41.291," "
"Coccidioidomycosis","Tulare",2003,"Male",80,195167,40.99,32.504,51.014," "
"Coccidioidomycosis","Tulare",2004,"Total",158,399913,39.509,33.589,46.17," "
"Coccidioidomycosis","Tulare",2004,"Female",66,199964,33.006,25.528,41.99," "
"Coccidioidomycosis","Tulare",2004,"Male",91,199949,45.512,36.645,55.875," "
"Coccidioidomycosis","Tulare",2005,"Total",125,408403,30.607,25.478,36.466," "
"Coccidioidomycosis","Tulare",2005,"Female",44,204140,21.554,15.661,28.934," "
"Coccidioidomycosis","Tulare",2005,"Male",81,204263,39.655,31.493,49.285," "
"Coccidioidomycosis","Tulare",2006,"Total",196,416092,47.105,40.742,54.179," "
"Coccidioidomycosis","Tulare",2006,"Female",72,207930,34.627,27.094,43.605," "
"Coccidioidomycosis","Tulare",2006,"Male",124,208162,59.569,49.549,71.02," "
"Coccidioidomycosis","Tulare",2007,"Total",172,423608,40.604,34.763,47.144," "
"Coccidioidomycosis","Tulare",2007,"Female",69,211625,32.605,25.369,41.262," "
"Coccidioidomycosis","Tulare",2007,"Male",103,211983,48.589,39.661,58.925," "
"Coccidioidomycosis","Tulare",2008,"Total",200,431471,46.353,40.152,53.24," "
"Coccidioidomycosis","Tulare",2008,"Female",89,215546,41.291,33.161,50.809," "
"Coccidioidomycosis","Tulare",2008,"Male",111,215925,51.407,42.291,61.904," "
"Coccidioidomycosis","Tulare",2009,"Total",229,438408,52.234,45.689,59.454," "
"Coccidioidomycosis","Tulare",2009,"Female",103,218918,47.05,38.405,57.058," "
"Coccidioidomycosis","Tulare",2009,"Male",126,219490,57.406,47.823,68.345," "
"Coccidioidomycosis","Tulare",2010,"Total",194,443086,43.784,37.84,50.396," "
"Coccidioidomycosis","Tulare",2010,"Female",78,221174,35.266,27.878,44.012," "
"Coccidioidomycosis","Tulare",2010,"Male",116,221912,52.273,43.196,62.693," "
"Coccidioidomycosis","Tulare",2011,"Total",128,447591,28.598,23.859,34.002," "
"Coccidioidomycosis","Tulare",2011,"Female",53,223390,23.725,17.772,31.032," "
"Coccidioidomycosis","Tulare",2011,"Male",75,224201,33.452,26.313,41.931," "
"Coccidioidomycosis","Tulare",2012,"Total",153,452301,33.827,28.68,39.631," "
"Coccidioidomycosis","Tulare",2012,"Female",53,225721,23.48,17.589,30.712," "
"Coccidioidomycosis","Tulare",2012,"Male",100,226580,44.134,35.911,53.677," "
"Coccidioidomycosis","Tulare",2013,"Total",113,455376,24.815,20.451,29.833," "
"Coccidioidomycosis","Tulare",2013,"Female",43,227227,18.924,13.696,25.489," "
"Coccidioidomycosis","Tulare",2013,"Male",70,228149,30.682,23.919,38.763," "
"Coccidioidomycosis","Tulare",2014,"Total",105,459176,22.867,18.703,27.681," "
"Coccidioidomycosis","Tulare",2014,"Female",37,229092,16.151,11.372,22.261," "
"Coccidioidomycosis","Tulare",2014,"Male",68,230084,29.554,22.951,37.466," "
"Coccidioidomycosis","Tuolumne",2001,"Total",2,55326,3.615,0.438,13.058,"*"
"Coccidioidomycosis","Tuolumne",2001,"Female",0,26135,0,0,14.114,"-"
"Coccidioidomycosis","Tuolumne",2001,"Male",1,29191,3.426,0.087,19.085,"*"
"Coccidioidomycosis","Tuolumne",2002,"Total",1,55910,1.789,0.045,9.965,"*"
"Coccidioidomycosis","Tuolumne",2002,"Female",0,26405,0,0,13.969,"-"
"Coccidioidomycosis","Tuolumne",2002,"Male",1,29505,3.389,0.086,18.882,"*"
"Coccidioidomycosis","Tuolumne",2003,"Total",1,56442,1.772,0.045,9.871,"*"
"Coccidioidomycosis","Tuolumne",2003,"Female",0,26649,0,0,13.842,"-"
"Coccidioidomycosis","Tuolumne",2003,"Male",1,29793,3.356,0.085,18.7,"*"
"Coccidioidomycosis","Tuolumne",2004,"Total",3,56369,5.322,1.098,15.553,"*"
"Coccidioidomycosis","Tuolumne",2004,"Female",0,26593,0,0,13.871,"-"
"Coccidioidomycosis","Tuolumne",2004,"Male",2,29776,6.717,0.813,24.261,"*"
"Coccidioidomycosis","Tuolumne",2005,"Total",0,56452,0,0,6.534,"-"
"Coccidioidomycosis","Tuolumne",2005,"Female",0,26617,0,0,13.858,"-"
"Coccidioidomycosis","Tuolumne",2005,"Male",0,29835,0,0,12.364,"-"
"Coccidioidomycosis","Tuolumne",2006,"Total",6,56558,10.609,3.893,23.089,"*"
"Coccidioidomycosis","Tuolumne",2006,"Female",0,26670,0,0,13.831,"-"
"Coccidioidomycosis","Tuolumne",2006,"Male",6,29888,20.075,7.367,43.69,"*"
"Coccidioidomycosis","Tuolumne",2007,"Total",3,56133,5.344,1.102,15.618,"*"
"Coccidioidomycosis","Tuolumne",2007,"Female",0,26456,0,0,13.942,"-"
"Coccidioidomycosis","Tuolumne",2007,"Male",3,29677,10.109,2.085,29.539,"*"
"Coccidioidomycosis","Tuolumne",2008,"Total",0,56060,0,0,6.58,"-"
"Coccidioidomycosis","Tuolumne",2008,"Female",0,26415,0,0,13.964,"-"
"Coccidioidomycosis","Tuolumne",2008,"Male",0,29645,0,0,12.443,"-"
"Coccidioidomycosis","Tuolumne",2009,"Total",3,55258,5.429,1.12,15.865,"*"
"Coccidioidomycosis","Tuolumne",2009,"Female",0,25985,0,0,14.195,"-"
"Coccidioidomycosis","Tuolumne",2009,"Male",3,29273,10.248,2.114,29.947,"*"
"Coccidioidomycosis","Tuolumne",2010,"Total",1,55146,1.813,0.046,10.103,"*"
"Coccidioidomycosis","Tuolumne",2010,"Female",0,25918,0,0,14.232,"-"
"Coccidioidomycosis","Tuolumne",2010,"Male",1,29228,3.421,0.087,19.061,"*"
"Coccidioidomycosis","Tuolumne",2011,"Total",3,55045,5.45,1.124,15.927,"*"
"Coccidioidomycosis","Tuolumne",2011,"Female",0,25869,0,0,14.259,"-"
"Coccidioidomycosis","Tuolumne",2011,"Male",3,29176,10.282,2.121,30.047,"*"
"Coccidioidomycosis","Tuolumne",2012,"Total",6,53949,11.122,4.082,24.205,"*"
"Coccidioidomycosis","Tuolumne",2012,"Female",1,25417,3.934,0.1,21.919,"*"
"Coccidioidomycosis","Tuolumne",2012,"Male",5,28532,17.524,5.69,40.891,"*"
"Coccidioidomycosis","Tuolumne",2013,"Total",0,54118,0,0,6.816,"-"
"Coccidioidomycosis","Tuolumne",2013,"Female",0,25479,0,0,14.477,"-"
"Coccidioidomycosis","Tuolumne",2013,"Male",0,28639,0,0,12.88,"-"
"Coccidioidomycosis","Tuolumne",2014,"Total",0,53887,0,0,6.845,"-"
"Coccidioidomycosis","Tuolumne",2014,"Female",0,25373,0,0,14.538,"-"
"Coccidioidomycosis","Tuolumne",2014,"Male",0,28514,0,0,12.936,"-"
"Coccidioidomycosis","Ventura",2001,"Total",21,768991,2.731,1.69,4.174," "
"Coccidioidomycosis","Ventura",2001,"Female",5,385918,1.296,0.421,3.024,"*"
"Coccidioidomycosis","Ventura",2001,"Male",16,383073,4.177,2.387,6.783,"*"
"Coccidioidomycosis","Ventura",2002,"Total",10,779894,1.282,0.615,2.358,"*"
"Coccidioidomycosis","Ventura",2002,"Female",4,391526,1.022,0.278,2.616,"*"
"Coccidioidomycosis","Ventura",2002,"Male",6,388368,1.545,0.567,3.363,"*"
"Coccidioidomycosis","Ventura",2003,"Total",44,789367,5.574,4.05,7.483," "
"Coccidioidomycosis","Ventura",2003,"Female",23,396323,5.803,3.679,8.708," "
"Coccidioidomycosis","Ventura",2003,"Male",21,393044,5.343,3.307,8.167," "
"Coccidioidomycosis","Ventura",2004,"Total",84,795046,10.565,8.427,13.081," "
"Coccidioidomycosis","Ventura",2004,"Female",30,399212,7.515,5.07,10.728," "
"Coccidioidomycosis","Ventura",2004,"Male",53,395834,13.389,10.03,17.513," "
"Coccidioidomycosis","Ventura",2005,"Total",26,796867,3.263,2.131,4.781," "
"Coccidioidomycosis","Ventura",2005,"Female",9,400152,2.249,1.028,4.27,"*"
"Coccidioidomycosis","Ventura",2005,"Male",17,396715,4.285,2.496,6.861,"*"
"Coccidioidomycosis","Ventura",2006,"Total",27,801225,3.37,2.221,4.903," "
"Coccidioidomycosis","Ventura",2006,"Female",10,402512,2.484,1.191,4.569,"*"
"Coccidioidomycosis","Ventura",2006,"Male",17,398713,4.264,2.484,6.827,"*"
"Coccidioidomycosis","Ventura",2007,"Total",73,805911,9.058,7.1,11.389," "
"Coccidioidomycosis","Ventura",2007,"Female",20,404979,4.939,3.017,7.627," "
"Coccidioidomycosis","Ventura",2007,"Male",53,400932,13.219,9.902,17.291," "
"Coccidioidomycosis","Ventura",2008,"Total",46,812028,5.665,4.147,7.556," "
"Coccidioidomycosis","Ventura",2008,"Female",12,408229,2.94,1.519,5.135,"*"
"Coccidioidomycosis","Ventura",2008,"Male",34,403799,8.42,5.831,11.766," "
"Coccidioidomycosis","Ventura",2009,"Total",51,818546,6.231,4.639,8.192," "
"Coccidioidomycosis","Ventura",2009,"Female",22,411541,5.346,3.35,8.093," "
"Coccidioidomycosis","Ventura",2009,"Male",29,407005,7.125,4.772,10.233," "
"Coccidioidomycosis","Ventura",2010,"Total",63,825061,7.636,5.868,9.769," "
"Coccidioidomycosis","Ventura",2010,"Female",22,415220,5.298,3.321,8.022," "
"Coccidioidomycosis","Ventura",2010,"Male",41,409841,10.004,7.179,13.571," "
"Coccidioidomycosis","Ventura",2011,"Total",34,830091,4.096,2.837,5.724," "
"Coccidioidomycosis","Ventura",2011,"Female",23,417598,5.508,3.491,8.264," "
"Coccidioidomycosis","Ventura",2011,"Male",11,412493,2.667,1.331,4.771,"*"
"Coccidioidomycosis","Ventura",2012,"Total",90,833361,10.8,8.684,13.274," "
"Coccidioidomycosis","Ventura",2012,"Female",30,419032,7.159,4.83,10.22," "
"Coccidioidomycosis","Ventura",2012,"Male",60,414329,14.481,11.051,18.64," "
"Coccidioidomycosis","Ventura",2013,"Total",38,839270,4.528,3.204,6.215," "
"Coccidioidomycosis","Ventura",2013,"Female",12,421969,2.844,1.469,4.968,"*"
"Coccidioidomycosis","Ventura",2013,"Male",26,417301,6.231,4.07,9.129," "
"Coccidioidomycosis","Ventura",2014,"Total",42,844259,4.975,3.585,6.724," "
"Coccidioidomycosis","Ventura",2014,"Female",16,424467,3.769,2.155,6.121,"*"
"Coccidioidomycosis","Ventura",2014,"Male",26,419792,6.194,4.046,9.075," "
"Coccidioidomycosis","Yolo",2001,"Total",1,175102,0.571,0.014,3.182,"*"
"Coccidioidomycosis","Yolo",2001,"Female",0,89655,0,0,4.114,"-"
"Coccidioidomycosis","Yolo",2001,"Male",1,85447,1.17,0.03,6.52,"*"
"Coccidioidomycosis","Yolo",2002,"Total",3,179271,1.673,0.345,4.89,"*"
"Coccidioidomycosis","Yolo",2002,"Female",1,91782,1.09,0.028,6.07,"*"
"Coccidioidomycosis","Yolo",2002,"Male",2,87489,2.286,0.277,8.258,"*"
"Coccidioidomycosis","Yolo",2003,"Total",2,182331,1.097,0.133,3.962,"*"
"Coccidioidomycosis","Yolo",2003,"Female",0,93337,0,0,3.952,"-"
"Coccidioidomycosis","Yolo",2003,"Male",2,88994,2.247,0.272,8.118,"*"
"Coccidioidomycosis","Yolo",2004,"Total",3,185707,1.615,0.333,4.721,"*"
"Coccidioidomycosis","Yolo",2004,"Female",1,95101,1.052,0.027,5.859,"*"
"Coccidioidomycosis","Yolo",2004,"Male",2,90606,2.207,0.267,7.974,"*"
"Coccidioidomycosis","Yolo",2005,"Total",1,187354,0.534,0.014,2.974,"*"
"Coccidioidomycosis","Yolo",2005,"Female",0,95922,0,0,3.846,"-"
"Coccidioidomycosis","Yolo",2005,"Male",1,91432,1.094,0.028,6.094,"*"
"Coccidioidomycosis","Yolo",2006,"Total",2,190809,1.048,0.127,3.786,"*"
"Coccidioidomycosis","Yolo",2006,"Female",0,97772,0,0,3.773,"-"
"Coccidioidomycosis","Yolo",2006,"Male",2,93037,2.15,0.26,7.765,"*"
"Coccidioidomycosis","Yolo",2007,"Total",1,194854,0.513,0.013,2.859,"*"
"Coccidioidomycosis","Yolo",2007,"Female",0,99925,0,0,3.692,"-"
"Coccidioidomycosis","Yolo",2007,"Male",1,94929,1.053,0.027,5.869,"*"
"Coccidioidomycosis","Yolo",2008,"Total",1,197589,0.506,0.013,2.82,"*"
"Coccidioidomycosis","Yolo",2008,"Female",0,101290,0,0,3.642,"-"
"Coccidioidomycosis","Yolo",2008,"Male",1,96299,1.038,0.026,5.786,"*"
"Coccidioidomycosis","Yolo",2009,"Total",4,199697,2.003,0.546,5.128,"*"
"Coccidioidomycosis","Yolo",2009,"Female",1,102303,0.977,0.025,5.446,"*"
"Coccidioidomycosis","Yolo",2009,"Male",3,97394,3.08,0.635,9.002,"*"
"Coccidioidomycosis","Yolo",2010,"Total",4,201328,1.987,0.541,5.087,"*"
"Coccidioidomycosis","Yolo",2010,"Female",2,103148,1.939,0.235,7.004,"*"
"Coccidioidomycosis","Yolo",2010,"Male",2,98180,2.037,0.247,7.358,"*"
"Coccidioidomycosis","Yolo",2011,"Total",4,202616,1.974,0.538,5.055,"*"
"Coccidioidomycosis","Yolo",2011,"Female",0,103783,0,0,3.554,"-"
"Coccidioidomycosis","Yolo",2011,"Male",4,98833,4.047,1.103,10.362,"*"
"Coccidioidomycosis","Yolo",2012,"Total",1,204974,0.488,0.012,2.718,"*"
"Coccidioidomycosis","Yolo",2012,"Female",0,105027,0,0,3.512,"-"
"Coccidioidomycosis","Yolo",2012,"Male",1,99947,1.001,0.025,5.574,"*"
"Coccidioidomycosis","Yolo",2013,"Total",0,206136,0,0,1.79,"-"
"Coccidioidomycosis","Yolo",2013,"Female",0,105598,0,0,3.493,"-"
"Coccidioidomycosis","Yolo",2013,"Male",0,100538,0,0,3.669,"-"
"Coccidioidomycosis","Yolo",2014,"Total",3,207212,1.448,0.299,4.231,"*"
"Coccidioidomycosis","Yolo",2014,"Female",0,106165,0,0,3.475,"-"
"Coccidioidomycosis","Yolo",2014,"Male",3,101047,2.969,0.612,8.676,"*"
"Coccidioidomycosis","Yuba",2001,"Total",0,61426,0,0,6.005,"-"
"Coccidioidomycosis","Yuba",2001,"Female",0,30474,0,0,12.104,"-"
"Coccidioidomycosis","Yuba",2001,"Male",0,30952,0,0,11.917,"-"
"Coccidioidomycosis","Yuba",2002,"Total",0,62738,0,0,5.88,"-"
"Coccidioidomycosis","Yuba",2002,"Female",0,31142,0,0,11.845,"-"
"Coccidioidomycosis","Yuba",2002,"Male",0,31596,0,0,11.674,"-"
"Coccidioidomycosis","Yuba",2003,"Total",0,63962,0,0,5.767,"-"
"Coccidioidomycosis","Yuba",2003,"Female",0,31768,0,0,11.611,"-"
"Coccidioidomycosis","Yuba",2003,"Male",0,32194,0,0,11.458,"-"
"Coccidioidomycosis","Yuba",2004,"Total",0,65249,0,0,5.653,"-"
"Coccidioidomycosis","Yuba",2004,"Female",0,32422,0,0,11.377,"-"
"Coccidioidomycosis","Yuba",2004,"Male",0,32827,0,0,11.237,"-"
"Coccidioidomycosis","Yuba",2005,"Total",1,67712,1.477,0.037,8.228,"*"
"Coccidioidomycosis","Yuba",2005,"Female",1,33675,2.97,0.075,16.544,"*"
"Coccidioidomycosis","Yuba",2005,"Male",0,34037,0,0,10.837,"-"
"Coccidioidomycosis","Yuba",2006,"Total",0,69218,0,0,5.329,"-"
"Coccidioidomycosis","Yuba",2006,"Female",0,34418,0,0,10.717,"-"
"Coccidioidomycosis","Yuba",2006,"Male",0,34800,0,0,10.6,"-"
"Coccidioidomycosis","Yuba",2007,"Total",0,70221,0,0,5.253,"-"
"Coccidioidomycosis","Yuba",2007,"Female",0,34930,0,0,10.56,"-"
"Coccidioidomycosis","Yuba",2007,"Male",0,35291,0,0,10.452,"-"
"Coccidioidomycosis","Yuba",2008,"Total",2,71422,2.8,0.339,10.115,"*"
"Coccidioidomycosis","Yuba",2008,"Female",2,35527,5.629,0.682,20.334,"*"
"Coccidioidomycosis","Yuba",2008,"Male",0,35895,0,0,10.276,"-"
"Coccidioidomycosis","Yuba",2009,"Total",0,71796,0,0,5.138,"-"
"Coccidioidomycosis","Yuba",2009,"Female",0,35623,0,0,10.355,"-"
"Coccidioidomycosis","Yuba",2009,"Male",0,36173,0,0,10.197,"-"
"Coccidioidomycosis","Yuba",2010,"Total",0,72336,0,0,5.1,"-"
"Coccidioidomycosis","Yuba",2010,"Female",0,35896,0,0,10.276,"-"
"Coccidioidomycosis","Yuba",2010,"Male",0,36440,0,0,10.123,"-"
"Coccidioidomycosis","Yuba",2011,"Total",1,72623,1.377,0.035,7.672,"*"
"Coccidioidomycosis","Yuba",2011,"Female",0,36059,0,0,10.23,"-"
"Coccidioidomycosis","Yuba",2011,"Male",1,36564,2.735,0.069,15.237,"*"
"Coccidioidomycosis","Yuba",2012,"Total",0,72915,0,0,5.059,"-"
"Coccidioidomycosis","Yuba",2012,"Female",0,36227,0,0,10.182,"-"
"Coccidioidomycosis","Yuba",2012,"Male",0,36688,0,0,10.054,"-"
"Coccidioidomycosis","Yuba",2013,"Total",1,72994,1.37,0.035,7.633,"*"
"Coccidioidomycosis","Yuba",2013,"Female",0,36296,0,0,10.163,"-"
"Coccidioidomycosis","Yuba",2013,"Male",1,36698,2.725,0.069,15.181,"*"
"Coccidioidomycosis","Yuba",2014,"Total",0,73425,0,0,5.024,"-"
"Coccidioidomycosis","Yuba",2014,"Female",0,36503,0,0,10.105,"-"
"Coccidioidomycosis","Yuba",2014,"Male",0,36922,0,0,9.991,"-"
